code,name,entry_date,entry_price,atr_entry,shares
028260,삼성물산,2025-09-10,182000.0,4700.0,21
069960,현대백화점,2025-09-17,84500.0,2717.8571428571427,36
012450,한화에어로스페이스,2025-09-24,1054000.0,35000.0,2
